구분자(PK),공구 대분류 코드,공구 대분류,공구 중분류 코드,공구 중분류,공구 이름,과금기준,수량,장소 PK,대여장소명,상세주소,위도,경도,전화번호,평일오픈시간,평일클로즈시간,생성일시,요금,cluster,공구 중분류 new
2977,1,일반공구,1,공구세트,공구세트,없음,4,374,효창동주민센터 우리동네 공구함,서울특별시 용산구 효창동 255-5,37.54251,126.9618,02-2199-8520,09:00,18:00,2018-01-23 17:33:00,무료,368,공구세트
11351,1,일반공구,1,공구세트,공구세트,없음,2,2412,염창동 공구대여소,서울특별시 강서구 염창동 53-1,37.5536289,126.8710509,02-2600-7305,09:00,18:00,2020-11-27 09:15:23,무료,368,공구세트
15480,1,일반공구,1,공구세트,공구세트 (12pcs),1일,1,13332,고덕1동주민센터,서울특별시 강동구 고덕동 691-6,37.5572593,127.1515382,02-3425-7525,09:00,18:00,2023-05-01 10:56:49,500원,-1,공구세트
14176,1,일반공구,1,공구세트,공구세트 16pcs,없음,1,9766,상도4동주민센터,서울특별시 동작구 양녕로27길 44,37.4993993,126.9414102,02-820-2923,09:00,18:00,2022-06-23 12:41:21,무료,-1,공구세트
7050,1,일반공구,1,공구세트,공구세트 1개,없음,1,157,청량리동 공구대여소,서울특별시 동대문구 왕산로 239 4층,37.583058,127.0482149,02-2171-6363,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
14177,1,일반공구,1,공구세트,공구세트 25pcs,없음,1,9766,상도4동주민센터,서울특별시 동작구 양녕로27길 44,37.4993993,126.9414102,02-820-2923,09:00,18:00,2022-06-23 12:41:54,무료,-1,공구세트
1287,1,일반공구,1,공구세트,공구세트 2개,없음,2,507,남산타운 문화체육센터,서울특별시 중구 동호로8다길 22,37.55224,127.01333,02-2280-8362,10:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
1161,1,일반공구,1,공구세트,공구세트 2개,없음,2,489,회현동 공구대여소,서울특별시 중구 회현동1가 164,37.5572864,126.9793216,02-3396-6534,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
1224,1,일반공구,1,공구세트,공구세트 2개,없음,2,498,청구동 공구대여소,서울특별시 중구 신당동 333-17,37.557083,127.014687,02-3396-6978,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
1946,1,일반공구,1,공구세트,공구세트 3개,없음,3,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
2289,1,일반공구,1,공구세트,공구세트(1),없음,1,118,월계3동주민센터 공구대여소,서울특별시 노원구 월계동 17,37.6209718,127.067031,02-2116-2464,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
15584,1,일반공구,1,공구세트,공구세트(12종),1일,1,13327,둔촌2동주민센터,서울특별시 강동구 둔촌동 65,37.5332885,127.1419221,02-3425-7910,09:00,18:00,2023-05-04 11:32:46,300원,-1,공구세트
12996,1,일반공구,1,공구세트,공구세트(JAYA JTS80),없음,6,13173,방배3동주민센터,서초구 방배로40,37.4784409,126.9999918,02-2155-7813,00:00,00:00,2021-11-26 15:32:18,0원,-1,공구세트
6578,1,일반공구,1,공구세트,공구세트(가정용),1일,1,252,성수2가1동 공구대여소,"서울특별시 성동구 뚝섬로 385-19, 2층",37.53954,127.05403,02-2286-7463,09:00,18:00,2018-01-23 17:33:00,500원,-1,공구세트
15753,1,일반공구,1,공구세트,공구세트(대)-139pcs,없음,1,88,화양동 공구대여소,서울 광진구 능동로17길 39,37.5464057,127.0691381,02-450-1845,09:00,18:00,2023-06-21 20:44:24,무료,-1,공구세트
8021,1,일반공구,1,공구세트,공구세트(대)-HARDEN,없음,1,188,상암동 공구대여소,서울 마포구 매봉산로2길16,37.5782447,126.8924623,02-3153-6966,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
8619,1,일반공구,1,공구세트,공구세트(소),없음,2,88,화양동 공구대여소,서울 광진구 능동로17길 39,37.5464057,127.0691381,02-450-1845,09:00,18:00,2018-02-02 13:30:00,무료,-1,공구세트
8023,1,일반공구,1,공구세트,공구세트(소) JTS-14,없음,1,188,상암동 공구대여소,서울 마포구 매봉산로2길16,37.5782447,126.8924623,02-3153-6966,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
17025,1,일반공구,1,공구세트,공구세트(중),없음,2,88,화양동 공구대여소,서울 광진구 능동로17길 39,37.5464057,127.0691381,02-450-1845,09:00,18:00,2024-11-19 18:51:56,무료,-1,공구세트
8022,1,일반공구,1,공구세트,공구세트(중) JTS-20,없음,1,188,상암동 공구대여소,서울 마포구 매봉산로2길16,37.5782447,126.8924623,02-3153-6966,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
6032,1,일반공구,1,공구세트,공구세트3개,없음,3,254,아리랑정보도서관 내 공구도서관 운영,서울특별시 성북구 아리랑로 82,37.60011,127.01389,02-3291-4990,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
8623,1,일반공구,1,공구세트,공구셋트,없음,1,89,우리마을 공구대여소,서울 광진구 군자로 151,37.5551221,127.0736884,02-450-1865,09:00,18:00,2018-02-02 13:30:00,무료,-1,공구세트
2212,1,일반공구,1,공구세트,공구셋트,없음,1,467,물빛마을 공구도서관,서울특별시 은평구 은평터널로 27 1층,37.58416,126.89754,02-351-5426,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
1721,1,일반공구,1,공구세트,공구셋트,없음,3,481,혜화동 공구대여소,서울특별시 종로구 혜화로 12,37.58685,127.00062,02-2148-5333,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
5237,1,일반공구,1,공구세트,공구셋트 1개,없음,1,301,문정래미안,서울특별시 송파구 문정동 1,37.49107,127.13155,02-402-4023,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
2321,1,일반공구,1,공구세트,공구셋트(16pcs)(1),없음,1,121,중계본동주민센터 공구대여소,서울시 노원구 중계로 143,37.6477615,127.0780842,02-2116-2634,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
7385,1,일반공구,1,공구세트,"공구셋트(18pcs,5개)",없음,5,227,시흥3동 박미마을 집수리지원 센터 공구함,서울특별시 금천구 시흥대로18길 65-4,37.44056,126.90753,02-895-0911,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
2322,1,일반공구,1,공구세트,공구셋트(25pcs)(1),없음,1,121,중계본동주민센터 공구대여소,서울시 노원구 중계로 143,37.6477615,127.0780842,02-2116-2634,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
7386,1,일반공구,1,공구세트,"공구셋트(25pcs,5개)",없음,5,227,시흥3동 박미마을 집수리지원 센터 공구함,서울특별시 금천구 시흥대로18길 65-4,37.44056,126.90753,02-895-0911,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
7106,1,일반공구,1,공구세트,공구셋트SMATO(16),없음,1,162,이문제2동 공구대여소,서울시 동대문구 신이문로 27-5,37.6033142,127.0629214,02-2171-6503,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
7107,1,일반공구,1,공구세트,공구셋트SMATO(25),없음,1,162,이문제2동 공구대여소,서울시 동대문구 신이문로 27-5,37.6033142,127.0629214,02-2171-6503,09:00,18:00,2018-01-25 11:00:00,무료,-1,공구세트
16690,1,일반공구,1,공구세트,공구함,없음,1,194,강북문화정보도서관 공구대여소,서울특별시 강북구 오현로 145,37.62512,127.03609,02-944-3105,09:00,18:00,2024-06-14 15:44:57,무료,344,공구세트
13612,1,일반공구,1,공구세트,공구함세트,없음,4,108,독산4동 주민센터 공구도서관,서울특별시 금천구 독산로 232,37.4675452,126.9022074,02-2104-5347,09:00,18:00,2022-06-16 12:08:06,무료,-1,공구세트
9734,1,일반공구,1,공구세트,냉동라쳇,없음,3,13017,대치1동 주민센터 공구대여소,서울특별시 강남구 대치동 646-2,37.4931723,127.0567135,02-3423-8326,09:00,18:00,2018-11-23 15:50:32,무료,12,공구세트
15104,1,일반공구,1,공구세트,다목적 드릴비트 세트,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,09:00,18:00,2022-11-07 16:42:56,무료,357,공구세트
15419,1,일반공구,1,공구세트,다목적 드릴비트세트,없음,3,381,서빙고동주민센터 우리동네 공구함,서울특별시 용산구 서빙고동 134,37.52048,126.99464,02-2199-8680,09:00,18:00,2023-04-26 16:22:09,무료,357,공구세트
14471,1,일반공구,1,공구세트,다목적 드릴비트세트,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,09:00,18:00,2022-06-28 11:02:15,무료,357,공구세트
13554,1,일반공구,1,공구세트,드라이버 수공구세트,없음,2,489,회현동 공구대여소,서울특별시 중구 회현동1가 164,37.5572864,126.9793216,02-3396-6534,09:00,18:00,2022-06-14 16:57:33,무료,-1,공구세트
15740,1,일반공구,1,공구세트,드라이버비트,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 14:56:02,무료,324,공구세트
9644,1,일반공구,1,공구세트,드릴날세트(SCORE),없음,2,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,09:00,18:00,2018-11-23 14:06:50,무료,-1,공구세트
16837,1,일반공구,1,공구세트,드릴비트세트,없음,1,13399,공릉1동 주민센터,서울특별시 노원구 동일로186길 3-24,37.624874,127.073838,02-2116-2495,09:00,18:00,2024-06-27 21:01:54,무료,359,공구세트
15378,1,일반공구,1,공구세트,드릴비트세트,없음,1,13066,노량진2동주민센터 공구대여소,서울시 동작구 장승배기로19길 48,37.508509,126.937352,02-820-2430,09:00,18:00,2023-04-11 13:21:15,무료,359,공구세트
12342,1,일반공구,1,공구세트,드릴비트세트,1일,9,2432,화곡6동 주민센터 공구대여소,서울특별시 강서구 화곡동 980-1,37.551864,126.8501598,02-2600-7665,09:00,18:00,2021-09-30 15:35:35,500원,359,공구세트
14515,1,일반공구,1,공구세트,디월트 2in1 토트형 공구함,없음,1,499,신당5동 공구도서관,서울특별시 중구 신당동 80-70,37.5625561,127.021512,02-3298-6844,10:00,17:00,2022-06-28 22:45:22,무료,-1,공구세트
15348,1,일반공구,1,공구세트,라쳇 렌치 소켓 세트,없음,1,2438,면목3.8동 주민센터,서울특별시 중랑구 사가정로51길 48,37.582968,127.0880956,02-2094-6098,09:00,18:00,2023-03-06 12:11:30,무료,-1,공구세트
15705,1,일반공구,1,공구세트,링고리세트,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 14:07:57,무료,73,공구세트
10171,1,일반공구,1,공구세트,링고리세트,없음,1,13026,삼성2동 주민센터 공구대여소,서울특별시 강남구 삼성동 38-34,37.5112037,127.0459453,02-3423-8208,09:00,18:00,2018-11-27 15:50:16,무료,73,공구세트
9670,1,일반공구,1,공구세트,링고리세트,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,09:00,18:00,2018-11-23 15:20:11,무료,73,공구세트
9274,1,일반공구,1,공구세트,링고리세트,없음,0,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,09:00,18:00,2018-11-20 16:21:42,무료,73,공구세트
9136,1,일반공구,1,공구세트,링고리세트,없음,1,13005,일원본동 주민센터,서울특별시 강남구 일원동 735-3,37.483362,127.0864614,02-3423-8253,09:00,18:00,2018-11-19 11:08:45,무료,73,공구세트
10074,1,일반공구,1,공구세트,링고리셋트,없음,1,13025,삼성1동 주민센터 공구대여소,서울특별시 강남구 삼성동 161-2,37.5144372,127.0625398,02-3423-7803,09:00,18:00,2018-11-27 14:56:02,무료,73,공구세트
9455,1,일반공구,1,공구세트,링고리셋트,없음,1,13013,일원1동 주민센터,서울특별시 강남구 일원동 712-3,37.4918388,127.0879628,02-3423-8370,09:00,18:00,2018-11-22 10:36:16,무료,73,공구세트
9735,1,일반공구,1,공구세트,만능렌치,없음,2,13017,대치1동 주민센터 공구대여소,서울특별시 강남구 대치동 646-2,37.4931723,127.0567135,02-3423-8326,09:00,18:00,2018-11-23 15:50:48,무료,216,공구세트
9151,1,일반공구,1,공구세트,만능렌치,없음,3,13005,일원본동 주민센터,서울특별시 강남구 일원동 735-3,37.483362,127.0864614,02-3423-8253,09:00,18:00,2018-11-19 11:16:39,무료,216,공구세트
15635,1,일반공구,1,공구세트,멀티공구세트,1일,1,13336,성내2동주민센터,풍성로37가길62,37.532425,127.129563,02-3425-7790,09:00,18:00,2023-05-08 09:57:21,500원,-1,공구세트
16876,1,일반공구,1,공구세트,미니 공구세트,1일,1,13047,서초4동주민센터 공구대여소,서울특별시 서초구 서초동 1302-6,37.5026463,127.0221476,02-2155-7491,09:00,18:00,2024-07-29 10:38:45,10000원,-1,공구세트
14790,1,일반공구,1,공구세트,밀워키 래치 렌치세트,1일,1,13238,길음2동 공구대여소,서울특별시 성북구 길음동 1064-1,37.6066647,127.0273155,02-2241-5486,09:00,17:30,2022-08-22 14:55:26,2000원,-1,공구세트
11101,1,일반공구,1,공구세트,보쉬 비트세트(100PCS),없음,2,13033,위례동주민센터,서울특별시 송파구 장지동 882,37.4812034,127.1439126,02-2147-4950,09:00,18:00,2020-11-25 14:45:04,무료,-1,공구세트
14423,1,일반공구,1,공구세트,보쉬 수공구세트,없음,2,493,광희동 공구대여소,서울특별시 중구 광희동1가 252,37.56447,127.00504,02-3396-6654,10:30,17:00,2022-06-27 18:56:38,무료,340,공구세트
1214,1,일반공구,1,공구세트,보쉬 수공구세트,없음,2,496,다산동주민센터 공구도서관,서울특별시 중구 신당동 432-24,37.55434,127.00828,02-3396-8357,09:00,18:00,2018-01-23 17:33:00,무료,340,공구세트
16339,1,일반공구,1,공구세트,보쉬공구세트,없음,3,494,을지로동 공구대여소,서울특별시 중구 을지로3가 95-7,37.5670173,126.9913248,02-3396-6695,09:00,18:00,2024-04-23 15:03:57,무료,340,공구세트
13866,1,일반공구,1,공구세트,보쉬공구세트,없음,1,497,약수동주민센터 공구대여소,서울특별시 중구 신당동 366-15,37.55247,127.00899,02-3396-8522,09:00,18:00,2022-06-20 16:06:30,무료,340,공구세트
14876,1,일반공구,1,공구세트,보쉬수공구세트,없음,2,499,신당5동 공구도서관,서울특별시 중구 신당동 80-70,37.5625561,127.021512,02-3298-6844,10:00,17:00,2022-09-16 16:01:47,무료,340,공구세트
16056,1,일반공구,1,공구세트,복스 공구세트(46p),없음,1,341,우리동네 공구도서관(양평2동),서울특별시 영등포구 선유로47길 30,37.5364739,126.8939535,02-3457-7435,09:00,18:00,2023-10-30 17:58:48,무료,-1,공구세트
9732,1,일반공구,1,공구세트,복스 세트,없음,1,13017,대치1동 주민센터 공구대여소,서울특별시 강남구 대치동 646-2,37.4931723,127.0567135,02-3423-8326,09:00,18:00,2018-11-23 15:49:50,무료,268,공구세트
15716,1,일반공구,1,공구세트,복스세트,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 14:44:52,무료,268,공구세트
12063,1,일반공구,1,공구세트,복스세트,없음,1,13067,신대방2동주민센터 공구대여소,서울특별시 동작구 신대방동 723,37.4984131,126.9245404,02-820-2848,09:00,18:00,2020-11-27 16:29:30,무료,268,공구세트
9308,1,일반공구,1,공구세트,복스세트,없음,1,13008,도곡2동 주민센터,서울특별시 강남구 도곡동 459,37.4837343,127.0464311,02-3423-7554,09:00,18:00,2018-11-20 16:32:47,무료,268,공구세트
9301,1,일반공구,1,공구세트,복스세트,없음,0,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,09:00,18:00,2018-11-20 16:30:26,무료,268,공구세트
9195,1,일반공구,1,공구세트,복스세트,없음,1,13006,역삼1동 주민센터 공구대여소,서울특별시 강남구 역삼동 829-20,37.4954737,127.0333704,02-3423-8624,09:00,18:00,2018-11-19 16:35:19,무료,268,공구세트
9147,1,일반공구,1,공구세트,복스세트,없음,1,13005,일원본동 주민센터,서울특별시 강남구 일원동 735-3,37.483362,127.0864614,02-3423-8253,09:00,18:00,2018-11-19 11:13:49,무료,268,공구세트
14653,1,일반공구,1,공구세트,복스셋,없음,1,498,청구동 공구대여소,서울특별시 중구 신당동 333-17,37.557083,127.014687,02-3396-6978,09:00,18:00,2022-07-05 11:06:29,무료,269,공구세트
9681,1,일반공구,1,공구세트,복스셋트,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,09:00,18:00,2018-11-23 15:25:04,무료,269,공구세트
9500,1,일반공구,1,공구세트,복스셋트,없음,2,13013,일원1동 주민센터,서울특별시 강남구 일원동 712-3,37.4918388,127.0879628,02-3423-8370,09:00,18:00,2018-11-22 10:49:15,무료,269,공구세트
14313,1,일반공구,1,공구세트,복스셋트(대),없음,1,325,신정종합사회복지관,서울특별시 양천구 신정동 919-6,37.5273088,126.8555884,02-2603-1792,09:00,18:00,2022-06-24 14:06:41,무료,-1,공구세트
6549,1,일반공구,1,공구세트,볼렌치 육각,1일,1,251,성수1가1동 공구대여소,"서울특별시 성동구 뚝섬로3길 18, 3층",37.54202,127.04968,02-2286-7423,09:00,18:00,2018-01-23 17:33:00,500원,286,공구세트
9273,1,일반공구,1,공구세트,볼렌치세트,없음,1,13007,개포4동 주민센터,서울특별시 강남구 개포동 1211-4,37.4788568,127.0516419,02-3423-7854,09:00,18:00,2018-11-20 16:20:56,무료,285,공구세트
9135,1,일반공구,1,공구세트,볼렌치세트,없음,2,13005,일원본동 주민센터,서울특별시 강남구 일원동 735-3,37.483362,127.0864614,02-3423-8253,09:00,18:00,2018-11-19 11:08:20,무료,285,공구세트
10170,1,일반공구,1,공구세트,볼렌치셋트,없음,1,13026,삼성2동 주민센터 공구대여소,서울특별시 강남구 삼성동 38-34,37.5112037,127.0459453,02-3423-8208,09:00,18:00,2018-11-27 15:49:59,무료,-1,공구세트
9669,1,일반공구,1,공구세트,볼렌치셋트,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,09:00,18:00,2018-11-23 15:19:44,무료,-1,공구세트
6591,1,일반공구,1,공구세트,볼렌치육각(세트),1일,1,252,성수2가1동 공구대여소,"서울특별시 성동구 뚝섬로 385-19, 2층",37.53954,127.05403,02-2286-7463,09:00,18:00,2018-01-23 17:33:00,500원,-1,공구세트
9628,1,일반공구,1,공구세트,비트 SDS PLUS세트,없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,09:00,18:00,2018-11-23 13:57:06,무료,-1,공구세트
17022,1,일반공구,1,공구세트,비트(20pcs)+연결소켓,없음,2,78,중곡4동 생활공구대여소,서울특별시 광진구 중곡동 62-24,37.559041,127.0893589,02-450-5135,09:00,18:00,2024-11-18 12:48:37,무료,-1,공구세트
14472,1,일반공구,1,공구세트,비트세트,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,09:00,18:00,2022-06-28 11:02:49,무료,311,공구세트
10562,1,일반공구,1,공구세트,비트세트,없음,1,75,중곡1동 공구대여소,"서울특별시 광진구 긴고랑로12길 49, 1층 중곡1동 주민센터",37.560675,127.080038,024501026,09:00,18:00,2020-11-23 14:02:10,무료,311,공구세트
16889,1,일반공구,1,공구세트,비트셋,없음,1,333,우리동네 공구도서관(문래동),서울특별시 영등포구 문래동3가 55-16,37.51712,126.89953,02-2670-1175,09:00,18:00,2024-08-13 11:14:49,무료,311,공구세트
16670,1,일반공구,1,공구세트,생활공구세트,없음,2,13392,시흥5동 주민센터 공구도서관,서울특별시 금천구 시흥동 910-5,37.4507194,126.9083398,0221045503,09:00,18:00,2024-06-13 16:08:40,무료,-1,공구세트
12387,1,일반공구,1,공구세트,생활공구세트A,없음,2,13162,독산2동주민센터,서울특별시 금천구 독산로 179,37.4631474,126.9034825,02-2104-5273,09:00,18:00,2021-10-01 10:26:12,무료,-1,공구세트
12388,1,일반공구,1,공구세트,생활공구세트B,없음,1,13162,독산2동주민센터,서울특별시 금천구 독산로 179,37.4631474,126.9034825,02-2104-5273,09:00,18:00,2021-10-01 10:26:34,무료,-1,공구세트
9643,1,일반공구,1,공구세트,석재드릴비트세트,없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,09:00,18:00,2018-11-23 14:05:12,무료,-1,공구세트
14690,1,일반공구,1,공구세트,세신공구세트,없음,1,13198,중곡2동 공구대여소,서울특별시 광진구 능동로 346,37.560308,127.081487,02-450-1045,09:00,18:00,2022-07-19 13:09:17,무료,-1,공구세트
9241,1,일반공구,1,공구세트,소켓 복스 세트,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,09:00,18:00,2018-11-20 16:02:59,무료,-1,공구세트
14473,1,일반공구,1,공구세트,소켓&비트세트,없음,1,134,쌍문3동 우리네 공구도서관,서울특별시 도봉구 쌍문동 327,37.6489529,127.0279867,02-2091-5567,09:00,18:00,2022-06-28 11:03:51,무료,-1,공구세트
17021,1,일반공구,1,공구세트,소켓렌치(9pcs),없음,2,78,중곡4동 생활공구대여소,서울특별시 광진구 중곡동 62-24,37.559041,127.0893589,02-450-5135,09:00,18:00,2024-11-18 12:45:52,무료,-1,공구세트
17046,1,일반공구,1,공구세트,소켓렌치세트,없음,2,504,중림종합사회복지관,서울특별시 중구 중림동 156-176,37.5595228,126.9662513,02-362-3348,09:00,20:00,2024-12-04 15:06:07,무료,282,공구세트
12331,1,일반공구,1,공구세트,소켓렌치세트,1일,1,50,화곡4동 공구대여소,서울특별시 강서구 화곡동 809-3,37.5345658,126.8607878,02-2600-7604,09:00,18:00,2021-09-30 15:29:58,250원,282,공구세트
10602,1,일반공구,1,공구세트,소켓렌치세트,없음,1,103,수궁동 공구대여소,서울특별시 구로구 궁동 213-42,37.4939422,126.8314627,02-2620-7659,09:00,18:00,2020-11-23 14:34:17,무료,282,공구세트
8980,1,일반공구,1,공구세트,소켓렌치세트,없음,1,102,오류2동 공구대여소,서울특별시 구로구 오류동 172-76,37.4887725,126.8395642,02-2620-7578,09:00,18:00,2018-02-02 13:30:00,무료,282,공구세트
1792,1,일반공구,1,공구세트,소형공구함세트,없음,1,484,창신제3동 공구대여소,서울특별시 종로구 지봉로 87,37.57801,127.01454,02-2148-5453,09:00,18:00,2018-01-23 17:33:00,무료,-1,공구세트
13618,1,일반공구,1,공구세트,수공구 세트,없음,2,13202,면목5동 공유대여소,서울특별시 중랑구 면목동 175-18,37.5857842,127.079511,02-2094-6179,09:00,18:00,2022-06-16 15:17:54,무료,328,공구세트
12165,1,일반공구,1,공구세트,수공구 세트,없음,1,174,사당4동주민센터 공구대여소,서울특별시 동작구 사당동 300-8,37.4809774,126.9716577,02-820-2771,09:00,18:00,2020-11-27 17:09:02,무료,328,공구세트
11944,1,일반공구,1,공구세트,수공구 세트,없음,3,164,상도2동주민센터 공구대여소,서울특별시 동작구 상도동 25-48,37.5055235,126.9423089,02-820-2493,09:00,18:00,2020-11-27 15:47:05,무료,328,공구세트
11881,1,일반공구,1,공구세트,수공구 세트,없음,1,173,사당3동주민센터 공구대여소,사당로17길86,37.4866574,126.9720766,02-820-4081,09:00,18:00,2020-11-27 15:14:17,무료,328,공구세트
11762,1,일반공구,1,공구세트,수공구 세트,없음,1,13066,노량진2동주민센터 공구대여소,서울시 동작구 장승배기로19길 48,37.508509,126.937352,02-820-2430,09:00,18:00,2020-11-27 14:21:24,무료,328,공구세트
16049,1,일반공구,1,공구세트,수공구세트,없음,1,13171,신사2동 공구도서관,서울특별시 은평구 증산로15길 47(신사동 163-17),37.5902796,126.9084195,02-351-5365,09:00,18:00,2023-10-26 15:09:43,무료,328,공구세트
15853,1,일반공구,1,공구세트,수공구세트,없음,1,13353,동대문종합사회복지관,서울특별시 동대문구 약령시로5길 22,37.5840218,127.034194,02-920-4606,09:00,18:00,2023-07-24 16:02:49,무료,328,공구세트
15351,1,일반공구,1,공구세트,수공구세트,없음,1,169,대방동주민센터 공구대여소,서울특별시 동작구 대방동 350-8,37.5081314,126.9263503,02-820-2750,09:00,18:00,2023-03-15 13:09:57,무료,328,공구세트
15175,1,일반공구,1,공구세트,수공구세트,없음,1,84,자양1동 공구대여소,서울특별시 광진구 자양로13길 37,37.534508,127.082438,02-450-1282,09:00,18:00,2022-11-24 10:43:04,무료,328,공구세트
13768,1,일반공구,1,공구세트,수공구세트,없음,2,497,약수동주민센터 공구대여소,서울특별시 중구 신당동 366-15,37.55247,127.00899,02-3396-8522,09:00,18:00,2022-06-20 14:20:51,무료,328,공구세트
13592,1,일반공구,1,공구세트,수공구세트,없음,2,492,장충동 공구대여소,서울특별시 중구 장충동1가 37-14,37.56191,127.00784,02-3396-8504,09:00,18:00,2022-06-15 16:29:10,무료,328,공구세트
12891,1,일반공구,1,공구세트,수공구세트,없음,1,13064,상도4동주민센터,인천광역시 강화군 강화읍 갑곳리,37.7360413,126.5217583,02-823-0859,09:00,18:00,2021-10-28 16:52:29,무료,328,공구세트
12890,1,일반공구,1,공구세트,수공구세트,없음,1,13064,상도4동주민센터,인천광역시 강화군 강화읍 갑곳리,37.7360413,126.5217583,02-823-0859,09:00,18:00,2021-10-28 16:52:08,무료,328,공구세트
12077,1,일반공구,1,공구세트,수공구세트,없음,1,13067,신대방2동주민센터 공구대여소,서울특별시 동작구 신대방동 723,37.4984131,126.9245404,02-820-2848,09:00,18:00,2020-11-27 16:32:51,무료,328,공구세트
10593,1,일반공구,1,공구세트,수공구세트,없음,1,84,자양1동 공구대여소,서울특별시 광진구 자양로13길 37,37.534508,127.082438,02-450-1282,09:00,18:00,2020-11-23 14:27:29,무료,328,공구세트
1181,1,일반공구,1,공구세트,수공구세트,없음,2,492,장충동 공구대여소,서울특별시 중구 장충동1가 37-14,37.56191,127.00784,02-3396-8504,09:00,18:00,2018-01-23 17:33:00,무료,328,공구세트
1581,1,일반공구,1,공구세트,수공구세트,없음,1,477,가회동 공구대여소,서울특별시 종로구 북촌로 35,37.58005,126.98479,02-2148-5213,09:00,18:00,2018-01-23 17:33:00,무료,328,공구세트
3013,1,일반공구,1,공구세트,수공구세트①,없음,1,379,이태원제1동주민센터 우리동네 공구함,서울특별시 용산구 이태원동 100-3,37.532474,126.9950687,02-2199-8628,09:00,18:00,2018-01-23 17:33:00,무료,328,공구세트
16941,1,일반공구,1,공구세트,수공구세트②,없음,1,379,이태원제1동주민센터 우리동네 공구함,서울특별시 용산구 이태원동 100-3,37.532474,126.9950687,02-2199-8628,09:00,18:00,2024-09-11 15:50:28,무료,328,공구세트
11102,1,일반공구,1,공구세트,스마토 공구세트,없음,1,13033,위례동주민센터,서울특별시 송파구 장지동 882,37.4812034,127.1439126,02-2147-4950,09:00,18:00,2020-11-25 14:45:17,무료,74,공구세트
4518,1,일반공구,1,공구세트,스마토 공구세트,없음,1,277,삼전동 주민센터,서울특별시 송파구 삼전동 62,37.50272,127.09252,02-2147-4390,09:00,18:00,2018-01-23 17:33:00,무료,74,공구세트
4158,1,일반공구,1,공구세트,스마토 공구세트,없음,1,268,마천1동 주민센터,서울특별시 송파구 마천로 303,37.496,127.14995,02-2147-4120,09:00,17:00,2018-01-23 17:33:00,무료,74,공구세트
